pmid,pmc,publisher-id,doi,File,other,pii
12902585,PMC1744711,,10.1136/sti.79.4.320,PMC001xxxxxx/PMC1744711.xml,0790320,
17135194,PMC1747177,,10.1093/nar/gkl906,PMC001xxxxxx/PMC1747177.xml,,
17135193,PMC1747178,,10.1093/nar/gkl925,PMC001xxxxxx/PMC1747178.xml,,
17135192,PMC1747179,,10.1093/nar/gkl932,PMC001xxxxxx/PMC1747179.xml,,
17135191,PMC1747180,,10.1093/nar/gkl934,PMC001xxxxxx/PMC1747180.xml,,
17135190,PMC1747181,,10.1093/nar/gkl935,PMC001xxxxxx/PMC1747181.xml,,
17135189,PMC1747182,,10.1093/nar/gkl939,PMC001xxxxxx/PMC1747182.xml,,
17135188,PMC1747183,,10.1093/nar/gkl941,PMC001xxxxxx/PMC1747183.xml,,
17135187,PMC1747184,,10.1093/nar/gkl944,PMC001xxxxxx/PMC1747184.xml,,
17135186,PMC1747185,,10.1093/nar/gkl955,PMC001xxxxxx/PMC1747185.xml,,
17135185,PMC1747186,,10.1093/nar/gkl962,PMC001xxxxxx/PMC1747186.xml,,
17135184,PMC1747187,,10.1093/nar/gkl963,PMC001xxxxxx/PMC1747187.xml,,
17135211,PMC1747188,,10.1093/nar/gkl966,PMC001xxxxxx/PMC1747188.xml,,
17135210,PMC1747189,,10.1093/nar/gkl984,PMC001xxxxxx/PMC1747189.xml,,
17135209,PMC1747190,,10.1093/nar/gkl989,PMC001xxxxxx/PMC1747190.xml,,
17043142,PMC1747532,200608061,10.1083/jcb.200608061,PMC001xxxxxx/PMC1747532.xml,,
17135206,PMC1751527,,10.1093/nar/gkl940,PMC001xxxxxx/PMC1751527.xml,,
17145711,PMC1751528,,10.1093/nar/gkl957,PMC001xxxxxx/PMC1751528.xml,,
17148488,PMC1751529,,10.1093/nar/gkl942,PMC001xxxxxx/PMC1751529.xml,,
17145709,PMC1751530,,10.1093/nar/gkl960,PMC001xxxxxx/PMC1751530.xml,,
17145710,PMC1751531,,10.1093/nar/gkl958,PMC001xxxxxx/PMC1751531.xml,,
17145706,PMC1751532,,10.1093/nar/gkl976,PMC001xxxxxx/PMC1751532.xml,,
17135199,PMC1751533,,10.1093/nar/gkl961,PMC001xxxxxx/PMC1751533.xml,,
17145715,PMC1751534,,10.1093/nar/gkl926,PMC001xxxxxx/PMC1751534.xml,,
17135200,PMC1751535,,10.1093/nar/gkl959,PMC001xxxxxx/PMC1751535.xml,,
17135197,PMC1751536,,10.1093/nar/gkl977,PMC001xxxxxx/PMC1751536.xml,,
17145714,PMC1751537,,10.1093/nar/gkl930,PMC001xxxxxx/PMC1751537.xml,,
17135196,PMC1751538,,10.1093/nar/gkl978,PMC001xxxxxx/PMC1751538.xml,,
17145708,PMC1751539,,10.1093/nar/gkl964,PMC001xxxxxx/PMC1751539.xml,,
17145713,PMC1751540,,10.1093/nar/gkl947,PMC001xxxxxx/PMC1751540.xml,,
17135203,PMC1751541,,10.1093/nar/gkl950,PMC001xxxxxx/PMC1751541.xml,,
17145719,PMC1751542,,10.1093/nar/gkl810,PMC001xxxxxx/PMC1751542.xml,,
17145717,PMC1751543,,10.1093/nar/gkl893,PMC001xxxxxx/PMC1751543.xml,,
17145716,PMC1751544,,10.1093/nar/gkl915,PMC001xxxxxx/PMC1751544.xml,,
17135195,PMC1751545,,10.1093/nar/gkl983,PMC001xxxxxx/PMC1751545.xml,,
17135202,PMC1751546,,10.1093/nar/gkl951,PMC001xxxxxx/PMC1751546.xml,,
17145705,PMC1751547,,10.1093/nar/gkl999,PMC001xxxxxx/PMC1751547.xml,,
17135204,PMC1751548,,10.1093/nar/gkl949,PMC001xxxxxx/PMC1751548.xml,,
17135201,PMC1751549,,10.1093/nar/gkl952,PMC001xxxxxx/PMC1751549.xml,,
17145718,PMC1751550,,10.1093/nar/gkl878,PMC001xxxxxx/PMC1751550.xml,,
17145707,PMC1751551,,10.1093/nar/gkl968,PMC001xxxxxx/PMC1751551.xml,,
17135208,PMC1751552,,10.1093/nar/gkl936,PMC001xxxxxx/PMC1751552.xml,,
17145712,PMC1751553,,10.1093/nar/gkl954,PMC001xxxxxx/PMC1751553.xml,,
17135198,PMC1751554,,10.1093/nar/gkl969,PMC001xxxxxx/PMC1751554.xml,,
17135207,PMC1751555,,10.1093/nar/gkl937,PMC001xxxxxx/PMC1751555.xml,,
12952942,PMC1761110,200303168,10.1083/jcb.200303168,PMC001xxxxxx/PMC1761110.xml,,
17148487,PMC1761420,,10.1093/nar/gkl1002,PMC001xxxxxx/PMC1761420.xml,,
17148486,PMC1761421,,10.1093/nar/gkl1005,PMC001xxxxxx/PMC1761421.xml,,
17148485,PMC1761422,,10.1093/nar/gkl1006,PMC001xxxxxx/PMC1761422.xml,,
17148484,PMC1761423,,10.1093/nar/gkl1008,PMC001xxxxxx/PMC1761423.xml,,
17148483,PMC1761424,,10.1093/nar/gkl1009,PMC001xxxxxx/PMC1761424.xml,,
17151076,PMC1761425,,10.1093/nar/gkl1010,PMC001xxxxxx/PMC1761425.xml,,
17148482,PMC1761426,,10.1093/nar/gkl1016,PMC001xxxxxx/PMC1761426.xml,,
17148481,PMC1761427,,10.1093/nar/gkl1029,PMC001xxxxxx/PMC1761427.xml,,
17151075,PMC1761428,,10.1093/nar/gkl1035,PMC001xxxxxx/PMC1761428.xml,,
17130165,PMC1761429,,10.1093/nar/gkl745,PMC001xxxxxx/PMC1761429.xml,,
17130160,PMC1761430,,10.1093/nar/gkl819,PMC001xxxxxx/PMC1761430.xml,,
17151074,PMC1761431,,10.1093/nar/gkl853,PMC001xxxxxx/PMC1761431.xml,,
17148480,PMC1761432,,10.1093/nar/gkl879,PMC001xxxxxx/PMC1761432.xml,,
17151073,PMC1761433,,10.1093/nar/gkl905,PMC001xxxxxx/PMC1761433.xml,,
17151072,PMC1761434,,10.1093/nar/gkl920,PMC001xxxxxx/PMC1761434.xml,,
17151071,PMC1761435,,10.1093/nar/gkl948,PMC001xxxxxx/PMC1761435.xml,,
17148478,PMC1761436,,10.1093/nar/gkl974,PMC001xxxxxx/PMC1761436.xml,,
17151070,PMC1761437,,10.1093/nar/gkl975,PMC001xxxxxx/PMC1761437.xml,,
17151069,PMC1761438,,10.1093/nar/gkl981,PMC001xxxxxx/PMC1761438.xml,,
17148477,PMC1761439,,10.1093/nar/gkl982,PMC001xxxxxx/PMC1761439.xml,,
17148476,PMC1761440,,10.1093/nar/gkl987,PMC001xxxxxx/PMC1761440.xml,,
17151068,PMC1761441,,10.1093/nar/gkl988,PMC001xxxxxx/PMC1761441.xml,,
17148475,PMC1761442,,10.1093/nar/gkl993,PMC001xxxxxx/PMC1761442.xml,,
17148474,PMC1761443,,10.1093/nar/gkl996,PMC001xxxxxx/PMC1761443.xml,,
17148473,PMC1761444,,10.1093/nar/gkl998,PMC001xxxxxx/PMC1761444.xml,,
16923831,PMC1761701,200605140,10.1083/jcb.200605140,PMC001xxxxxx/PMC1761701.xml,,
,PMC1770951,,10.1093/nar/gkl918,PMC001xxxxxx/PMC1770951.xml,,
17158166,PMC1781101,,10.1093/nar/gkl1004,PMC001xxxxxx/PMC1781101.xml,,
17170010,PMC1781104,,10.1093/nar/gkl1007,PMC001xxxxxx/PMC1781104.xml,,
17178752,PMC1781107,,10.1093/nar/gkl1011,PMC001xxxxxx/PMC1781107.xml,,
17151082,PMC1781108,,10.1093/nar/gkl1012,PMC001xxxxxx/PMC1781108.xml,,
17175540,PMC1781109,,10.1093/nar/gkl1013,PMC001xxxxxx/PMC1781109.xml,,
17166863,PMC1781110,,10.1093/nar/gkl1017,PMC001xxxxxx/PMC1781110.xml,,
17182626,PMC1781111,,10.1093/nar/gkl1019,PMC001xxxxxx/PMC1781111.xml,,
17170002,PMC1781113,,10.1093/nar/gkl1031,PMC001xxxxxx/PMC1781113.xml,,
17151081,PMC1781114,,10.1093/nar/gkl1039,PMC001xxxxxx/PMC1781114.xml,,
17151080,PMC1781115,,10.1093/nar/gkl1043,PMC001xxxxxx/PMC1781115.xml,,
17151079,PMC1781116,,10.1093/nar/gkl1049,PMC001xxxxxx/PMC1781116.xml,,
17062619,PMC1781117,,10.1093/nar/gkl648,PMC001xxxxxx/PMC1781117.xml,,
16982638,PMC1781118,,10.1093/nar/gkl662,PMC001xxxxxx/PMC1781118.xml,,
17071715,PMC1781120,,10.1093/nar/gkl748,PMC001xxxxxx/PMC1781120.xml,,
17062622,PMC1781121,,10.1093/nar/gkl753,PMC001xxxxxx/PMC1781121.xml,,
17065467,PMC1781122,,10.1093/nar/gkl758,PMC001xxxxxx/PMC1781122.xml,,
17065465,PMC1781131,,10.1093/nar/gkl779,PMC001xxxxxx/PMC1781131.xml,,
17090601,PMC1781136,,10.1093/nar/gkl784,PMC001xxxxxx/PMC1781136.xml,,
17175530,PMC1781140,,10.1093/nar/gkl793,PMC001xxxxxx/PMC1781140.xml,,
17151078,PMC1781147,,10.1093/nar/gkl802,PMC001xxxxxx/PMC1781147.xml,,
17062617,PMC1781148,,10.1093/nar/gkl804,PMC001xxxxxx/PMC1781148.xml,,
17085479,PMC1781150,,10.1093/nar/gkl807,PMC001xxxxxx/PMC1781150.xml,,
17088289,PMC1781153,,10.1093/nar/gkl811,PMC001xxxxxx/PMC1781153.xml,,
17088288,PMC1781157,,10.1093/nar/gkl815,PMC001xxxxxx/PMC1781157.xml,,
17158159,PMC1781159,,10.1093/nar/gkl817,PMC001xxxxxx/PMC1781159.xml,,
17166862,PMC1781173,,10.1093/nar/gkl848,PMC001xxxxxx/PMC1781173.xml,,
17175529,PMC1781188,,10.1093/nar/gkl872,PMC001xxxxxx/PMC1781188.xml,,
17178747,PMC1781213,,10.1093/nar/gkl927,PMC001xxxxxx/PMC1781213.xml,,
17169983,PMC1781218,,10.1093/nar/gkl933,PMC001xxxxxx/PMC1781218.xml,,
17135205,PMC1781224,,10.1093/nar/gkl946,PMC001xxxxxx/PMC1781224.xml,,
17151077,PMC1781230,,10.1093/nar/gkl953,PMC001xxxxxx/PMC1781230.xml,,
17202161,PMC1781245,,10.1093/nar/gkl986,PMC001xxxxxx/PMC1781245.xml,,
17169981,PMC1781248,,10.1093/nar/gkl991,PMC001xxxxxx/PMC1781248.xml,,
17169980,PMC1781251,,10.1093/nar/gkl994,PMC001xxxxxx/PMC1781251.xml,,
15545320,,200407085,10.1083/jcb.200407085,PMC001xxxxxx/PMC1781344.xml,,
10491395,PMC1785326,9906163,,PMC001xxxxxx/PMC1785326.xml,,
16260836,PMC1794167,200509385,10.1085/jgp.200509385,PMC001xxxxxx/PMC1794167.xml,,
14718513,PMC1797415,20031193,10.1084/jem.20031193,PMC001xxxxxx/PMC1797415.xml,,
16606667,PMC1800834,20051496,10.1084/jem.20051496,PMC001xxxxxx/PMC1800834.xml,,
17384734,PMC1802013,ijbsv03p0153,,PMC001xxxxxx/PMC1802013.xml,,
17170011,PMC1802551,,10.1093/nar/gkl1001,PMC001xxxxxx/PMC1802551.xml,,
17158165,PMC1802553,,10.1093/nar/gkl1015,PMC001xxxxxx/PMC1802553.xml,,
17170009,PMC1802555,,10.1093/nar/gkl1018,PMC001xxxxxx/PMC1802555.xml,,
17170008,PMC1802556,,10.1093/nar/gkl1021,PMC001xxxxxx/PMC1802556.xml,,
17158512,PMC1802557,,10.1093/nar/gkl1022,PMC001xxxxxx/PMC1802557.xml,,
17164287,PMC1802558,,10.1093/nar/gkl1023,PMC001xxxxxx/PMC1802558.xml,,
17170006,PMC1802559,,10.1093/nar/gkl1025,PMC001xxxxxx/PMC1802559.xml,,
17170005,PMC1802560,,10.1093/nar/gkl1026,PMC001xxxxxx/PMC1802560.xml,,
17170003,PMC1802561,,10.1093/nar/gkl1028,PMC001xxxxxx/PMC1802561.xml,,
17158157,PMC1802562,,10.1093/nar/gkl1032,PMC001xxxxxx/PMC1802562.xml,,
17158156,PMC1802563,,10.1093/nar/gkl1033,PMC001xxxxxx/PMC1802563.xml,,
17158164,PMC1802564,,10.1093/nar/gkl1034,PMC001xxxxxx/PMC1802564.xml,,
17158155,PMC1802566,,10.1093/nar/gkl1038,PMC001xxxxxx/PMC1802566.xml,,
17170001,PMC1802567,,10.1093/nar/gkl1047,PMC001xxxxxx/PMC1802567.xml,,
17158163,PMC1802568,,10.1093/nar/gkl1059,PMC001xxxxxx/PMC1802568.xml,,
17158162,PMC1802569,,10.1093/nar/gkl1068,PMC001xxxxxx/PMC1802569.xml,,
17158161,PMC1802570,,10.1093/nar/gkl1072,PMC001xxxxxx/PMC1802570.xml,,
17158160,PMC1802571,,10.1093/nar/gkl1075,PMC001xxxxxx/PMC1802571.xml,,
16920744,PMC1802572,,10.1093/nar/gkl483,PMC001xxxxxx/PMC1802572.xml,,
17158153,PMC1802573,,10.1093/nar/gkl742,PMC001xxxxxx/PMC1802573.xml,,
17158152,PMC1802574,,10.1093/nar/gkl792,PMC001xxxxxx/PMC1802574.xml,,
17158150,PMC1802576,,10.1093/nar/gkl885,PMC001xxxxxx/PMC1802576.xml,,
17164285,PMC1802577,,10.1093/nar/gkl909,PMC001xxxxxx/PMC1802577.xml,,
17158511,PMC1802579,,10.1093/nar/gkl919,PMC001xxxxxx/PMC1802579.xml,,
17158149,PMC1802581,,10.1093/nar/gkl924,PMC001xxxxxx/PMC1802581.xml,,
17158158,PMC1802585,,10.1093/nar/gkl965,PMC001xxxxxx/PMC1802585.xml,,
17170007,PMC1802591,,10.1093/nar/gkl1024,PMC001xxxxxx/PMC1802591.xml,,
17170004,PMC1802592,,10.1093/nar/gkl1027,PMC001xxxxxx/PMC1802592.xml,,
17178750,PMC1802593,,10.1093/nar/gkl1036,PMC001xxxxxx/PMC1802593.xml,,
17179180,PMC1802594,,10.1093/nar/gkl1037,PMC001xxxxxx/PMC1802594.xml,,
17175539,PMC1802595,,10.1093/nar/gkl1042,PMC001xxxxxx/PMC1802595.xml,,
17158154,PMC1802596,,10.1093/nar/gkl1045,PMC001xxxxxx/PMC1802596.xml,,
17170000,PMC1802598,,10.1093/nar/gkl1050,PMC001xxxxxx/PMC1802598.xml,,
17175537,PMC1802599,,10.1093/nar/gkl1052,PMC001xxxxxx/PMC1802599.xml,,
17169999,PMC1802600,,10.1093/nar/gkl1054,PMC001xxxxxx/PMC1802600.xml,,
17169997,PMC1802601,,10.1093/nar/gkl1056,PMC001xxxxxx/PMC1802601.xml,,
17169996,PMC1802602,,10.1093/nar/gkl1057,PMC001xxxxxx/PMC1802602.xml,,
17169995,PMC1802603,,10.1093/nar/gkl1060,PMC001xxxxxx/PMC1802603.xml,,
17169994,PMC1802604,,10.1093/nar/gkl1061,PMC001xxxxxx/PMC1802604.xml,,
17182633,PMC1802605,,10.1093/nar/gkl1063,PMC001xxxxxx/PMC1802605.xml,,
17169992,PMC1802606,,10.1093/nar/gkl1065,PMC001xxxxxx/PMC1802606.xml,,
17169991,PMC1802607,,10.1093/nar/gkl1066,PMC001xxxxxx/PMC1802607.xml,,
17175536,PMC1802608,,10.1093/nar/gkl1067,PMC001xxxxxx/PMC1802608.xml,,
17169990,PMC1802609,,10.1093/nar/gkl1069,PMC001xxxxxx/PMC1802609.xml,,
17169989,PMC1802610,,10.1093/nar/gkl1070,PMC001xxxxxx/PMC1802610.xml,,
17182632,PMC1802611,,10.1093/nar/gkl1071,PMC001xxxxxx/PMC1802611.xml,,
17169988,PMC1802612,,10.1093/nar/gkl1073,PMC001xxxxxx/PMC1802612.xml,,
17169987,PMC1802613,,10.1093/nar/gkl1074,PMC001xxxxxx/PMC1802613.xml,,
17169986,PMC1802614,,10.1093/nar/gkl1076,PMC001xxxxxx/PMC1802614.xml,,
17169985,PMC1802615,,10.1093/nar/gkl1080,PMC001xxxxxx/PMC1802615.xml,,
17175535,PMC1802616,,10.1093/nar/gkl1082,PMC001xxxxxx/PMC1802616.xml,,
17175534,PMC1802617,,10.1093/nar/gkl1083,PMC001xxxxxx/PMC1802617.xml,,
17169984,PMC1802618,,10.1093/nar/gkl1084,PMC001xxxxxx/PMC1802618.xml,,
17175533,PMC1802619,,10.1093/nar/gkl1086,PMC001xxxxxx/PMC1802619.xml,,
17172597,PMC1802620,,10.1093/nar/gkl1087,PMC001xxxxxx/PMC1802620.xml,,
17175531,PMC1802621,,10.1093/nar/gkl1094,PMC001xxxxxx/PMC1802621.xml,,
17178749,PMC1802622,,10.1093/nar/gkl1095,PMC001xxxxxx/PMC1802622.xml,,
17178748,PMC1802623,,10.1093/nar/gkl1107,PMC001xxxxxx/PMC1802623.xml,,
,PMC1802624,,10.1093/nar/gkl1132,PMC001xxxxxx/PMC1802624.xml,,
,PMC1802625,,10.1093/nar/gkl1167,PMC001xxxxxx/PMC1802625.xml,,
17175542,PMC1802626,,10.1093/nar/gkl621,PMC001xxxxxx/PMC1802626.xml,,
17179178,PMC1802627,,10.1093/nar/gkl686,PMC001xxxxxx/PMC1802627.xml,,
,PMC1802628,,10.1093/nar/gkl760,PMC001xxxxxx/PMC1802628.xml,,
17182630,PMC1802629,,10.1093/nar/gkl868,PMC001xxxxxx/PMC1802629.xml,,
17158151,PMC1802630,,10.1093/nar/gkl871,PMC001xxxxxx/PMC1802630.xml,,
17179177,PMC1802631,,10.1093/nar/gkl943,PMC001xxxxxx/PMC1802631.xml,,
17158148,PMC1802632,,10.1093/nar/gkl979,PMC001xxxxxx/PMC1802632.xml,,
17175541,PMC1802633,,10.1093/nar/gkl980,PMC001xxxxxx/PMC1802633.xml,,
,PMC1802634,,10.1093/nar/gkm048,PMC001xxxxxx/PMC1802634.xml,,
17177958,PMC1804208,,10.1111/j.1365-2249.2006.03256.x,PMC001xxxxxx/PMC1804208.xml,,
16157705,,200506042,10.1083/jcb.200506042,PMC001xxxxxx/PMC1804288.xml,,
17169982,PMC1807943,,10.1093/nar/gkl938,PMC001xxxxxx/PMC1807943.xml,,
17259219,PMC1807944,,10.1093/nar/gkl1111,PMC001xxxxxx/PMC1807944.xml,,
17189297,PMC1807945,,10.1093/nar/gkl956,PMC001xxxxxx/PMC1807945.xml,,
17204483,PMC1807946,,10.1093/nar/gkl1090,PMC001xxxxxx/PMC1807946.xml,,
17169998,PMC1807947,,10.1093/nar/gkl1055,PMC001xxxxxx/PMC1807947.xml,,
17251192,PMC1807948,,10.1093/nar/gkl1145,PMC001xxxxxx/PMC1807948.xml,,
17182628,PMC1807949,,10.1093/nar/gkl1088,PMC001xxxxxx/PMC1807949.xml,,
17264113,PMC1807950,,10.1093/nar/gkl1040,PMC001xxxxxx/PMC1807950.xml,,
17251193,PMC1807951,,10.1093/nar/gkl1130,PMC001xxxxxx/PMC1807951.xml,,
17251195,PMC1807952,,10.1093/nar/gkl1128,PMC001xxxxxx/PMC1807952.xml,,
17175532,PMC1807953,,10.1093/nar/gkl1089,PMC001xxxxxx/PMC1807953.xml,,
17259223,PMC1807954,,10.1093/nar/gkl1093,PMC001xxxxxx/PMC1807954.xml,,
17251198,PMC1807955,,10.1093/nar/gkl1100,PMC001xxxxxx/PMC1807955.xml,,
17189298,PMC1807956,,10.1093/nar/gkl1058,PMC001xxxxxx/PMC1807956.xml,,
17251196,PMC1807957,,10.1093/nar/gkl1116,PMC001xxxxxx/PMC1807957.xml,,
17251191,PMC1807958,,10.1093/nar/gkl1149,PMC001xxxxxx/PMC1807958.xml,,
17175538,PMC1807959,,10.1093/nar/gkl1044,PMC001xxxxxx/PMC1807959.xml,,
17179179,PMC1807960,,10.1093/nar/gkl1077,PMC001xxxxxx/PMC1807960.xml,,
17204484,PMC1807961,,10.1093/nar/gkl1062,PMC001xxxxxx/PMC1807961.xml,,
17259218,PMC1807962,,10.1093/nar/gkl1117,PMC001xxxxxx/PMC1807962.xml,,
17251197,PMC1807963,,10.1093/nar/gkl1102,PMC001xxxxxx/PMC1807963.xml,,
17178751,PMC1807964,,10.1093/nar/gkl1030,PMC001xxxxxx/PMC1807964.xml,,
17182631,PMC1807965,,10.1093/nar/gkl1078,PMC001xxxxxx/PMC1807965.xml,,
17259222,PMC1807966,,10.1093/nar/gkl1096,PMC001xxxxxx/PMC1807966.xml,,
17215294,PMC1807967,,10.1093/nar/gkl735,PMC001xxxxxx/PMC1807967.xml,,
17182627,PMC1807968,,10.1093/nar/gkl860,PMC001xxxxxx/PMC1807968.xml,,
17202155,PMC1807969,,10.1093/nar/gkl1081,PMC001xxxxxx/PMC1807969.xml,,
17202156,PMC1807970,,10.1093/nar/gkl1079,PMC001xxxxxx/PMC1807970.xml,,
17169993,PMC1807971,,10.1093/nar/gkl1064,PMC001xxxxxx/PMC1807971.xml,,
17202157,PMC1807972,,10.1093/nar/gkl1014,PMC001xxxxxx/PMC1807972.xml,,
17251190,PMC1807973,,10.1093/nar/gkl1105,PMC001xxxxxx/PMC1807973.xml,,
17259211,PMC1807974,,10.1093/nar/gkl1138,PMC001xxxxxx/PMC1807974.xml,,
,PMC1807975,,10.1093/nar/gkm007,PMC001xxxxxx/PMC1807975.xml,,
17259214,PMC1807976,,10.1093/nar/gkl1124,PMC001xxxxxx/PMC1807976.xml,,
17215295,PMC1807977,,10.1093/nar/gkl1085,PMC001xxxxxx/PMC1807977.xml,,
17182629,PMC1807978,,10.1093/nar/gkl1053,PMC001xxxxxx/PMC1807978.xml,,
17074884,PMC1808587,200607008,10.1083/jcb.200607008,PMC001xxxxxx/PMC1808587.xml,,
17342247,PMC1810356,,10.1093/ecam/nel067,PMC001xxxxxx/PMC1810356.xml,,
17342249,PMC1810357,,10.1093/ecam/nel052,PMC001xxxxxx/PMC1810357.xml,,
17342235,PMC1810358,,10.1093/ecam/nel061,PMC001xxxxxx/PMC1810358.xml,,
17342245,PMC1810359,,10.1093/ecam/nel059,PMC001xxxxxx/PMC1810359.xml,,
17342238,PMC1810360,,10.1093/ecam/nel068,PMC001xxxxxx/PMC1810360.xml,,
17342250,PMC1810361,,10.1093/ecam/nel053,PMC001xxxxxx/PMC1810361.xml,,
17342236,PMC1810362,,10.1093/ecam/nel062,PMC001xxxxxx/PMC1810362.xml,,
17342241,PMC1810363,,10.1093/ecam/nel054,PMC001xxxxxx/PMC1810363.xml,,
17342242,PMC1810364,,10.1093/ecam/nel055,PMC001xxxxxx/PMC1810364.xml,,
17342243,PMC1810365,,10.1093/ecam/nel056,PMC001xxxxxx/PMC1810365.xml,,
,PMC1810366,,10.1093/ecam/nel113,PMC001xxxxxx/PMC1810366.xml,,
17342246,PMC1810368,,10.1093/ecam/nel065,PMC001xxxxxx/PMC1810368.xml,,
17342248,PMC1810369,,10.1093/ecam/nel050,PMC001xxxxxx/PMC1810369.xml,,
17342244,PMC1810370,,10.1093/ecam/nel057,PMC001xxxxxx/PMC1810370.xml,,
17342237,PMC1810371,,10.1093/ecam/nel066,PMC001xxxxxx/PMC1810371.xml,,
17342240,PMC1810372,,10.1093/ecam/nel051,PMC001xxxxxx/PMC1810372.xml,,
17342239,PMC1810373,,10.1093/ecam/nel049,PMC001xxxxxx/PMC1810373.xml,,
17342234,PMC1810374,,10.1093/ecam/nem006,PMC001xxxxxx/PMC1810374.xml,,
17302892,PMC1810488,,10.1111/j.1365-2249.2006.03294.x,PMC001xxxxxx/PMC1810488.xml,,
,PMC1828438,,10.1093/nar/gkl1020,PMC001xxxxxx/PMC1828438.xml,,
9647652,PMC1828539,,,PMC001xxxxxx/PMC1828539.xml,,
16330711,PMC1828541,200506006,10.1083/jcb.200506006,PMC001xxxxxx/PMC1828541.xml,,
17157843,PMC1839758,S0014-5793(06)01396-2,10.1016/j.febslet.2006.11.052,PMC001xxxxxx/PMC1839758.xml,,
17216056,PMC1847539,b613673g,10.1039/b613673g,PMC001xxxxxx/PMC1847539.xml,,
17272297,PMC1849895,,10.1093/nar/gkl696,PMC001xxxxxx/PMC1849895.xml,,
17272295,PMC1849896,,10.1093/nar/gkl824,PMC001xxxxxx/PMC1849896.xml,,
17272294,PMC1849897,,10.1093/nar/gkl831,PMC001xxxxxx/PMC1849897.xml,,
17185295,PMC1849898,,10.1093/nar/gkl917,PMC001xxxxxx/PMC1849898.xml,,
17178917,PMC1850940,20061536,10.1084/jem.20061536,PMC001xxxxxx/PMC1850940.xml,,
17267413,PMC1851626,,10.1093/nar/gkl1091,PMC001xxxxxx/PMC1851626.xml,,
17251199,PMC1851627,,10.1093/nar/gkl1097,PMC001xxxxxx/PMC1851627.xml,,
17267412,PMC1851628,,10.1093/nar/gkl1099,PMC001xxxxxx/PMC1851628.xml,,
17264133,PMC1851629,,10.1093/nar/gkl1101,PMC001xxxxxx/PMC1851629.xml,,
17259221,PMC1851630,,10.1093/nar/gkl1103,PMC001xxxxxx/PMC1851630.xml,,
17234679,PMC1851631,,10.1093/nar/gkl1109,PMC001xxxxxx/PMC1851631.xml,,
17259220,PMC1851632,,10.1093/nar/gkl1110,PMC001xxxxxx/PMC1851632.xml,,
17264132,PMC1851633,,10.1093/nar/gkl1115,PMC001xxxxxx/PMC1851633.xml,,
17259217,PMC1851634,,10.1093/nar/gkl1119,PMC001xxxxxx/PMC1851634.xml,,
17259216,PMC1851635,,10.1093/nar/gkl1120,PMC001xxxxxx/PMC1851635.xml,,
17267411,PMC1851636,,10.1093/nar/gkl1125,PMC001xxxxxx/PMC1851636.xml,,
17264131,PMC1851637,,10.1093/nar/gkl1126,PMC001xxxxxx/PMC1851637.xml,,
17251194,PMC1851638,,10.1093/nar/gkl1129,PMC001xxxxxx/PMC1851638.xml,,
17264130,PMC1851639,,10.1093/nar/gkl1140,PMC001xxxxxx/PMC1851639.xml,,
17267410,PMC1851640,,10.1093/nar/gkl1143,PMC001xxxxxx/PMC1851640.xml,,
17264115,PMC1851641,,10.1093/nar/gkl1148,PMC001xxxxxx/PMC1851641.xml,,
17267409,PMC1851642,,10.1093/nar/gkl1151,PMC001xxxxxx/PMC1851642.xml,,
17267407,PMC1851643,,10.1093/nar/gkl1154,PMC001xxxxxx/PMC1851643.xml,,
17264128,PMC1851644,,10.1093/nar/gkl1155,PMC001xxxxxx/PMC1851644.xml,,
17264126,PMC1851645,,10.1093/nar/gkl1157,PMC001xxxxxx/PMC1851645.xml,,
17264124,PMC1851646,,10.1093/nar/gkl1162,PMC001xxxxxx/PMC1851646.xml,,
17264123,PMC1851647,,10.1093/nar/gkl1168,PMC001xxxxxx/PMC1851647.xml,,
17264121,PMC1851648,,10.1093/nar/gkm001,PMC001xxxxxx/PMC1851648.xml,,
17264120,PMC1851649,,10.1093/nar/gkm002,PMC001xxxxxx/PMC1851649.xml,,
17272299,PMC1851650,,10.1093/nar/gkm003,PMC001xxxxxx/PMC1851650.xml,,
17284464,PMC1851651,,10.1093/nar/gkm010,PMC001xxxxxx/PMC1851651.xml,,
17264119,PMC1851652,,10.1093/nar/gkm012,PMC001xxxxxx/PMC1851652.xml,,
17264118,PMC1851653,,10.1093/nar/gkm014,PMC001xxxxxx/PMC1851653.xml,,
17264117,PMC1851654,,10.1093/nar/gkm015,PMC001xxxxxx/PMC1851654.xml,,
17267406,PMC1851655,,10.1093/nar/gkm016,PMC001xxxxxx/PMC1851655.xml,,
17267405,PMC1851656,,10.1093/nar/gkm023,PMC001xxxxxx/PMC1851656.xml,,
17264116,PMC1851657,,10.1093/nar/gkm036,PMC001xxxxxx/PMC1851657.xml,,
17267404,PMC1851658,,10.1093/nar/gkm038,PMC001xxxxxx/PMC1851658.xml,,
17272298,PMC1851659,,10.1093/nar/gkm043,PMC001xxxxxx/PMC1851659.xml,,
,PMC1851660,,10.1093/nar/gkm044,PMC001xxxxxx/PMC1851660.xml,,
11940606,PMC1855215,0110045,10.1083/jcb.200110045,PMC001xxxxxx/PMC1855215.xml,,
17339405,PMC1855437,20061609,10.1084/jem.20061609,PMC001xxxxxx/PMC1855437.xml,,
17242065,PMC1857360,200604106,10.1083/jcb.200604106,PMC001xxxxxx/PMC1857360.xml,,
