pmid,pmc,doi,File,publisher-id,pii,other
15548334,PMC535551,10.1186/1743-422X-1-8,PMC000xxxxxx/PMC535551.xml,1743-422X-1-8,,
15550176,PMC535552,10.1186/1471-2229-4-19,PMC000xxxxxx/PMC535552.xml,1471-2229-4-19,,
15538953,PMC535553,10.1186/1471-2334-4-47,PMC000xxxxxx/PMC535553.xml,1471-2334-4-47,,
15518589,PMC535554,10.1186/1471-2105-5-174,PMC000xxxxxx/PMC535554.xml,1471-2105-5-174,,
15511291,PMC535555,10.1186/1471-2148-4-42,PMC000xxxxxx/PMC535555.xml,1471-2148-4-42,,
15555075,PMC535556,10.1186/1471-2121-5-44,PMC000xxxxxx/PMC535556.xml,1471-2121-5-44,,
15550177,PMC535557,10.1186/1471-2105-5-179,PMC000xxxxxx/PMC535557.xml,1471-2105-5-179,,
15550169,PMC535558,10.1186/1472-6963-4-33,PMC000xxxxxx/PMC535558.xml,1472-6963-4-33,,
15560844,PMC535559,10.1186/1471-2407-4-83,PMC000xxxxxx/PMC535559.xml,1471-2407-4-83,,
15538952,PMC535560,10.1186/1471-244X-4-38,PMC000xxxxxx/PMC535560.xml,1471-244X-4-38,,
15548327,PMC535561,10.1186/1471-2091-5-16,PMC000xxxxxx/PMC535561.xml,1471-2091-5-16,,
15563373,PMC535562,10.1186/1471-2156-5-31,PMC000xxxxxx/PMC535562.xml,1471-2156-5-31,,
15546495,PMC535563,10.1186/1471-2210-4-30,PMC000xxxxxx/PMC535563.xml,1471-2210-4-30,,
15546482,PMC535564,10.1186/1471-2296-5-26,PMC000xxxxxx/PMC535564.xml,1471-2296-5-26,,
15569386,PMC535565,10.1186/1471-2253-4-8,PMC000xxxxxx/PMC535565.xml,1471-2253-4-8,,
15541186,PMC535566,10.1186/1471-2334-4-48,PMC000xxxxxx/PMC535566.xml,1471-2334-4-48,,
15555069,PMC535567,10.1186/1471-2334-4-52,PMC000xxxxxx/PMC535567.xml,1471-2334-4-52,,
15541182,PMC535568,10.1186/1471-2407-4-79,PMC000xxxxxx/PMC535568.xml,1471-2407-4-79,,
15597114,PMC535569,10.1371/journal.pbio.0020372,PMC000xxxxxx/PMC535569.xml,,,
17593891,PMC535570,10.1371/journal.pbio.0020419,PMC000xxxxxx/PMC535570.xml,,,
15597115,PMC535571,10.1371/journal.pbio.0020420,PMC000xxxxxx/PMC535571.xml,,,
,PMC535572,10.1371/journal.pbio.0020430,PMC000xxxxxx/PMC535572.xml,,,
15597116,PMC535573,10.1371/journal.pbio.0020431,PMC000xxxxxx/PMC535573.xml,,,
15597117,PMC535574,10.1371/journal.pbio.0020439,PMC000xxxxxx/PMC535574.xml,,,
15597118,PMC535575,10.1371/journal.pbio.0020440,PMC000xxxxxx/PMC535575.xml,,,
,PMC535576,10.1371/journal.pbio.0020454,PMC000xxxxxx/PMC535576.xml,,,
15602591,PMC535701,10.1371/journal.pmed.0010062,PMC000xxxxxx/PMC535701.xml,,,
,PMC535702,10.1371/journal.pmed.0010068,PMC000xxxxxx/PMC535702.xml,,,
15566576,PMC535802,10.1186/1471-244X-4-41,PMC000xxxxxx/PMC535802.xml,1471-244X-4-41,,
15511293,PMC535803,10.1186/1742-4690-1-34,PMC000xxxxxx/PMC535803.xml,1742-4690-1-34,,
15546481,PMC535804,10.1186/1471-2490-4-13,PMC000xxxxxx/PMC535804.xml,1471-2490-4-13,,
15563376,PMC535805,10.1186/1465-9921-5-22,PMC000xxxxxx/PMC535805.xml,1465-9921-5-22,,
15546488,PMC535806,10.1186/1472-6947-4-20,PMC000xxxxxx/PMC535806.xml,1472-6947-4-20,,
15541176,PMC535807,10.1186/1472-6963-4-32,PMC000xxxxxx/PMC535807.xml,1472-6963-4-32,,
15507135,PMC535808,10.1186/1471-2105-5-162,PMC000xxxxxx/PMC535808.xml,1471-2105-5-162,,
15560851,PMC535809,10.1186/1477-7827-2-77,PMC000xxxxxx/PMC535809.xml,1477-7827-2-77,,
15538949,PMC535810,10.1186/1477-9560-2-10,PMC000xxxxxx/PMC535810.xml,1477-9560-2-10,,
15546486,PMC535811,10.1186/1471-2164-5-89,PMC000xxxxxx/PMC535811.xml,1471-2164-5-89,,
15566571,PMC535812,10.1186/1479-5876-2-41,PMC000xxxxxx/PMC535812.xml,1479-5876-2-41,,
15555063,PMC535813,10.1186/1471-2148-4-47,PMC000xxxxxx/PMC535813.xml,1471-2148-4-47,,
15546489,PMC535814,10.1186/1742-2094-1-23,PMC000xxxxxx/PMC535814.xml,1742-2094-1-23,,
15546491,PMC535815,10.1186/1742-4682-1-11,PMC000xxxxxx/PMC535815.xml,1742-4682-1-11,,
15548329,PMC535816,10.1186/1471-2202-5-45,PMC000xxxxxx/PMC535816.xml,1471-2202-5-45,,
15544701,PMC535864,10.1186/1471-2296-5-25,PMC000xxxxxx/PMC535864.xml,1471-2296-5-25,,
15491495,PMC535889,10.1186/1475-2875-3-35,PMC000xxxxxx/PMC535889.xml,1475-2875-3-35,,
15566626,PMC535890,10.1186/1475-2875-3-45,PMC000xxxxxx/PMC535890.xml,1475-2875-3-45,,
15566568,PMC535891,10.1186/1476-5926-3-9,PMC000xxxxxx/PMC535891.xml,1476-5926-3-9,,
15566578,PMC535892,10.1186/1477-7819-2-39,PMC000xxxxxx/PMC535892.xml,1477-7819-2-39,,
15555073,PMC535893,10.1186/1742-4755-1-7,PMC000xxxxxx/PMC535893.xml,1742-4755-1-7,,
15546483,PMC535894,10.1186/1471-2334-4-49,PMC000xxxxxx/PMC535894.xml,1471-2334-4-49,,
15569392,PMC535895,10.1186/1471-2385-4-2,PMC000xxxxxx/PMC535895.xml,1471-2385-4-2,,
15574203,PMC535896,10.1186/1471-2407-4-89,PMC000xxxxxx/PMC535896.xml,1471-2407-4-89,,
15560847,PMC535897,10.1186/1743-422X-1-11,PMC000xxxxxx/PMC535897.xml,1743-422X-1-11,,
15488138,PMC535898,10.1186/1471-2458-4-47,PMC000xxxxxx/PMC535898.xml,1471-2458-4-47,,
15507125,PMC535899,10.1186/1743-422X-1-4,PMC000xxxxxx/PMC535899.xml,1743-422X-1-4,,
15571635,PMC535900,10.1186/1471-2458-4-56,PMC000xxxxxx/PMC535900.xml,1471-2458-4-56,,
15555066,PMC535901,10.1186/1472-6920-4-25,PMC000xxxxxx/PMC535901.xml,1472-6920-4-25,,
15555082,PMC535902,10.1186/1471-2091-5-17,PMC000xxxxxx/PMC535902.xml,1471-2091-5-17,,
15469608,PMC535903,10.1186/1471-2105-5-143,PMC000xxxxxx/PMC535903.xml,1471-2105-5-143,,
15574201,PMC535904,10.1186/1471-2261-4-22,PMC000xxxxxx/PMC535904.xml,1471-2261-4-22,,
15555074,PMC535905,10.1186/1471-2202-5-46,PMC000xxxxxx/PMC535905.xml,1471-2202-5-46,,
15473909,PMC535906,10.1186/1471-2199-5-18,PMC000xxxxxx/PMC535906.xml,1471-2199-5-18,,
15571631,PMC535909,10.1186/1471-2148-4-52,PMC000xxxxxx/PMC535909.xml,1471-2148-4-52,,
15574196,PMC535923,10.1186/1471-2261-4-21,PMC000xxxxxx/PMC535923.xml,1471-2261-4-21,,
15494078,PMC535924,10.1186/1471-2105-5-155,PMC000xxxxxx/PMC535924.xml,1471-2105-5-155,,
15566569,PMC535925,10.1186/1471-2148-4-50,PMC000xxxxxx/PMC535925.xml,1471-2148-4-50,,
15555081,PMC535926,10.1186/1471-2105-5-181,PMC000xxxxxx/PMC535926.xml,1471-2105-5-181,,
15560848,PMC535927,10.1186/1471-2121-5-45,PMC000xxxxxx/PMC535927.xml,1471-2121-5-45,,
15462681,PMC535928,10.1186/1471-227X-4-3,PMC000xxxxxx/PMC535928.xml,1471-227X-4-3,,
15569390,PMC535929,10.1186/1471-2334-4-53,PMC000xxxxxx/PMC535929.xml,1471-2334-4-53,,
15574192,PMC535930,10.1186/1471-2393-4-22,PMC000xxxxxx/PMC535930.xml,1471-2393-4-22,,
15488146,PMC535931,10.1186/1471-244X-4-31,PMC000xxxxxx/PMC535931.xml,1471-244X-4-31,,
15560843,PMC535932,10.1186/1471-2474-5-45,PMC000xxxxxx/PMC535932.xml,1471-2474-5-45,,
15575957,PMC535933,10.1186/1472-6815-4-3,PMC000xxxxxx/PMC535933.xml,1472-6815-4-3,,
15560842,PMC535934,10.1186/1472-6874-4-10,PMC000xxxxxx/PMC535934.xml,1472-6874-4-10,,
15498103,PMC535935,10.1186/1472-6874-4-7,PMC000xxxxxx/PMC535935.xml,1472-6874-4-7,,
15569389,PMC535936,10.1186/1472-6920-4-27,PMC000xxxxxx/PMC535936.xml,1472-6920-4-27,,
15571625,PMC535937,10.1186/1471-2407-4-88,PMC000xxxxxx/PMC535937.xml,1471-2407-4-88,,
15550167,PMC535938,10.1186/1471-2105-5-178,PMC000xxxxxx/PMC535938.xml,1471-2105-5-178,,
15575961,PMC535939,10.1186/1471-2326-4-5,PMC000xxxxxx/PMC535939.xml,1471-2326-4-5,,
15560849,PMC535940,10.1186/1471-2407-4-84,PMC000xxxxxx/PMC535940.xml,1471-2407-4-84,,
15571633,PMC535941,10.1186/1471-2334-4-55,PMC000xxxxxx/PMC535941.xml,1471-2334-4-55,,
15630476,PMC536007,10.1371/journal.pbio.0030004,PMC000xxxxxx/PMC536007.xml,,,
,PMC536008,10.1371/journal.pbio.0030028,PMC000xxxxxx/PMC536008.xml,,,
15500694,PMC538250,10.1186/1471-2148-4-41,PMC000xxxxxx/PMC538250.xml,1471-2148-4-41,,
15546496,PMC538251,10.1186/1476-7120-2-23,PMC000xxxxxx/PMC538251.xml,1476-7120-2-23,,
15574199,PMC538252,10.1186/1475-2840-3-10,PMC000xxxxxx/PMC538252.xml,1475-2840-3-10,,
15548332,PMC538253,10.1186/1476-072X-3-27,PMC000xxxxxx/PMC538253.xml,1476-072X-3-27,,
15569387,PMC538254,10.1186/1477-7819-2-40,PMC000xxxxxx/PMC538254.xml,1477-7819-2-40,,
15574194,PMC538255,10.1186/1476-4598-3-32,PMC000xxxxxx/PMC538255.xml,1476-4598-3-32,,
15566573,PMC538256,10.1186/1476-5926-3-10,PMC000xxxxxx/PMC538256.xml,1476-5926-3-10,,
15555078,PMC538257,10.1186/1476-7120-2-25,PMC000xxxxxx/PMC538257.xml,1476-7120-2-25,,
15563731,PMC538258,10.1186/1477-5751-3-6,PMC000xxxxxx/PMC538258.xml,1477-5751-3-6,,
15535888,PMC538259,10.1186/1477-7525-2-61,PMC000xxxxxx/PMC538259.xml,1477-7525-2-61,,
15548333,PMC538260,10.1186/1743-422X-1-7,PMC000xxxxxx/PMC538260.xml,1743-422X-1-7,,
15569388,PMC538261,10.1186/1471-2105-5-185,PMC000xxxxxx/PMC538261.xml,1471-2105-5-185,,
15555070,PMC538262,10.1186/1471-2148-4-49,PMC000xxxxxx/PMC538262.xml,1471-2148-4-49,,
15563736,PMC538263,10.1186/1471-2180-4-43,PMC000xxxxxx/PMC538263.xml,1471-2180-4-43,,
15571627,PMC538264,10.1186/1465-9921-5-24,PMC000xxxxxx/PMC538264.xml,1465-9921-5-24,,
15569394,PMC538265,10.1186/1475-2875-3-46,PMC000xxxxxx/PMC538265.xml,1475-2875-3-46,,
15555072,PMC538266,10.1186/1472-6831-4-3,PMC000xxxxxx/PMC538266.xml,1472-6831-4-3,,
15522122,PMC538267,10.1186/1476-069X-3-11,PMC000xxxxxx/PMC538267.xml,1476-069X-3-11,,
15574200,PMC538268,10.1186/1476-4598-3-33,PMC000xxxxxx/PMC538268.xml,1476-4598-3-33,,
15571630,PMC538269,10.1186/1477-044X-2-8,PMC000xxxxxx/PMC538269.xml,1477-044X-2-8,,
15511301,PMC538270,10.1186/1477-3163-3-15,PMC000xxxxxx/PMC538270.xml,1477-3163-3-15,,
15550170,PMC538271,10.1186/1477-5956-2-7,PMC000xxxxxx/PMC538271.xml,1477-5956-2-7,,
15555059,PMC538272,10.1186/1472-6823-4-4,PMC000xxxxxx/PMC538272.xml,1472-6823-4-4,,
15575959,PMC538273,10.1186/1477-7819-2-42,PMC000xxxxxx/PMC538273.xml,1477-7819-2-42,,
15574198,PMC538274,10.1186/1477-9560-2-12,PMC000xxxxxx/PMC538274.xml,1477-9560-2-12,,
15560841,PMC538275,10.1186/1478-4491-2-15,PMC000xxxxxx/PMC538275.xml,1478-4491-2-15,,
15504234,PMC538276,10.1186/1471-2105-5-157,PMC000xxxxxx/PMC538276.xml,1471-2105-5-157,,
15560845,PMC538277,10.1186/1742-4690-1-39,PMC000xxxxxx/PMC538277.xml,1742-4690-1-39,,
15581431,PMC538278,10.1186/1471-2105-5-189,PMC000xxxxxx/PMC538278.xml,1471-2105-5-189,,
15533250,PMC538279,10.1186/1743-7075-1-13,PMC000xxxxxx/PMC538279.xml,1743-7075-1-13,,
15569391,PMC538280,10.1186/1471-2164-5-90,PMC000xxxxxx/PMC538280.xml,1471-2164-5-90,,
15579207,PMC538281,10.1186/1471-2164-5-91,PMC000xxxxxx/PMC538281.xml,1471-2164-5-91,,
15566575,PMC538282,10.1186/1465-9921-5-23,PMC000xxxxxx/PMC538282.xml,1465-9921-5-23,,
15569384,PMC538283,10.1186/1471-2202-5-48,PMC000xxxxxx/PMC538283.xml,1471-2202-5-48,,
15544703,PMC538284,10.1186/1475-2875-3-43,PMC000xxxxxx/PMC538284.xml,1475-2875-3-43,,
15574193,PMC538285,10.1186/1471-2296-5-28,PMC000xxxxxx/PMC538285.xml,1471-2296-5-28,,
15458570,PMC538286,10.1186/1471-230X-4-24,PMC000xxxxxx/PMC538286.xml,1471-230X-4-24,,
15566625,PMC538287,10.1186/1475-2891-3-20,PMC000xxxxxx/PMC538287.xml,1475-2891-3-20,,
15563735,PMC538288,10.1186/1475-925X-3-44,PMC000xxxxxx/PMC538288.xml,1475-925X-3-44,,
15555083,PMC538289,10.1186/1477-7819-2-38,PMC000xxxxxx/PMC538289.xml,1477-7819-2-38,,
15571624,PMC538290,10.1186/1477-7819-2-41,PMC000xxxxxx/PMC538290.xml,1477-7819-2-41,,
15563739,PMC538291,10.1186/1477-7827-2-79,PMC000xxxxxx/PMC538291.xml,1477-7827-2-79,,
15518594,PMC538292,10.1186/1478-7954-2-9,PMC000xxxxxx/PMC538292.xml,1478-7954-2-9,,
15574195,PMC538749,10.1186/1471-2377-4-21,PMC000xxxxxx/PMC538749.xml,1471-2377-4-21,,
15581430,PMC538750,10.1186/1471-2458-4-59,PMC000xxxxxx/PMC538750.xml,1471-2458-4-59,,
15527508,PMC538751,10.1186/1471-5945-4-16,PMC000xxxxxx/PMC538751.xml,1471-5945-4-16,,
15571636,PMC538752,10.1186/1472-6939-5-7,PMC000xxxxxx/PMC538752.xml,1472-6939-5-7,,
15550168,PMC538753,10.1186/1471-2229-4-18,PMC000xxxxxx/PMC538753.xml,1471-2229-4-18,,
15563372,PMC538754,10.1186/1471-244X-4-39,PMC000xxxxxx/PMC538754.xml,1471-244X-4-39,,
15569395,PMC538755,10.1186/1472-6920-4-28,PMC000xxxxxx/PMC538755.xml,1472-6920-4-28,,
15630460,PMC539041,10.1371/journal.pmed.0010034,PMC000xxxxxx/PMC539041.xml,,,
15630461,PMC539042,10.1371/journal.pmed.0010038,PMC000xxxxxx/PMC539042.xml,,,
15630462,PMC539043,10.1371/journal.pmed.0010040,PMC000xxxxxx/PMC539043.xml,,,
15630463,PMC539044,10.1371/journal.pmed.0010043,PMC000xxxxxx/PMC539044.xml,,,
15630464,PMC539045,10.1371/journal.pmed.0010052,PMC000xxxxxx/PMC539045.xml,,,
15630465,PMC539046,10.1371/journal.pmed.0010055,PMC000xxxxxx/PMC539046.xml,,,
15630466,PMC539047,10.1371/journal.pmed.0010056,PMC000xxxxxx/PMC539047.xml,,,
15630467,PMC539048,10.1371/journal.pmed.0010058,PMC000xxxxxx/PMC539048.xml,,,
15630468,PMC539049,10.1371/journal.pmed.0010059,PMC000xxxxxx/PMC539049.xml,,,
15630469,PMC539050,10.1371/journal.pmed.0010064,PMC000xxxxxx/PMC539050.xml,,,
15630470,PMC539051,10.1371/journal.pmed.0010065,PMC000xxxxxx/PMC539051.xml,,,
15630471,PMC539052,10.1371/journal.pmed.0010066,PMC000xxxxxx/PMC539052.xml,,,
,PMC539053,10.1371/journal.pmed.0010067,PMC000xxxxxx/PMC539053.xml,,,
,PMC539054,10.1371/journal.pmed.0010069,PMC000xxxxxx/PMC539054.xml,,,
,PMC539055,10.1371/journal.pmed.0010070,PMC000xxxxxx/PMC539055.xml,,,
15630472,PMC539056,10.1371/journal.pmed.0010071,PMC000xxxxxx/PMC539056.xml,,,
,PMC539057,10.1371/journal.pmed.0010073,PMC000xxxxxx/PMC539057.xml,,,
15630474,PMC539058,10.1371/journal.pbio.0030002,PMC000xxxxxx/PMC539058.xml,,,
15630477,PMC539059,10.1371/journal.pbio.0030005,PMC000xxxxxx/PMC539059.xml,,,
15630478,PMC539060,10.1371/journal.pbio.0030006,PMC000xxxxxx/PMC539060.xml,,,
15630473,PMC539061,10.1371/journal.pbio.0030011,PMC000xxxxxx/PMC539061.xml,,,
,PMC539062,10.1371/journal.pbio.0030018,PMC000xxxxxx/PMC539062.xml,,,
,PMC539063,10.1371/journal.pbio.0030029,PMC000xxxxxx/PMC539063.xml,,,
,PMC539064,10.1371/journal.pbio.0030030,PMC000xxxxxx/PMC539064.xml,,,
15630480,PMC539065,10.1371/journal.pbio.0030031,PMC000xxxxxx/PMC539065.xml,,,
,PMC539066,10.1371/journal.pbio.0030035,PMC000xxxxxx/PMC539066.xml,,,
,PMC539230,10.1371/journal.pbio.0030054,PMC000xxxxxx/PMC539230.xml,,,
15585059,PMC539231,10.1186/1471-2105-5-190,PMC000xxxxxx/PMC539231.xml,1471-2105-5-190,,
15585062,PMC539232,10.1186/1471-2105-5-191,PMC000xxxxxx/PMC539232.xml,1471-2105-5-191,,
15571628,PMC539233,10.1186/1471-2180-4-45,PMC000xxxxxx/PMC539233.xml,1471-2180-4-45,,
15579213,PMC539234,10.1186/1471-2180-4-46,PMC000xxxxxx/PMC539234.xml,1471-2180-4-46,,
15588282,PMC539235,10.1186/1471-2180-4-47,PMC000xxxxxx/PMC539235.xml,1471-2180-4-47,,
15579199,PMC539236,10.1186/1471-2202-5-51,PMC000xxxxxx/PMC539236.xml,1471-2202-5-51,,
15588277,PMC539237,10.1186/1471-2202-5-56,PMC000xxxxxx/PMC539237.xml,1471-2202-5-56,,
15575954,PMC539238,10.1186/1471-2296-5-29,PMC000xxxxxx/PMC539238.xml,1471-2296-5-29,,
15569393,PMC539239,10.1186/1471-2334-4-54,PMC000xxxxxx/PMC539239.xml,1471-2334-4-54,,
15585066,PMC539240,10.1186/1477-7819-2-43,PMC000xxxxxx/PMC539240.xml,1477-7819-2-43,,
,PMC539241,10.1186/1475-925X-3-45,PMC000xxxxxx/PMC539241.xml,1475-925X-3-45,,
15571629,PMC539242,10.1186/1476-511X-3-26,PMC000xxxxxx/PMC539242.xml,1476-511X-3-26,,
15566627,PMC539243,10.1186/1477-7525-2-68,PMC000xxxxxx/PMC539243.xml,1477-7525-2-68,,
15563738,PMC539244,10.1186/1477-7827-2-78,PMC000xxxxxx/PMC539244.xml,1477-7827-2-78,,
15574197,PMC539245,10.1186/1476-072X-3-28,PMC000xxxxxx/PMC539245.xml,1476-072X-3-28,,
15588286,PMC539246,10.1186/1743-1050-1-3,PMC000xxxxxx/PMC539246.xml,1743-1050-1-3,,
15588295,PMC539247,10.1186/1471-2334-4-57,PMC000xxxxxx/PMC539247.xml,1471-2334-4-57,,
15581427,PMC539248,10.1186/1471-2393-4-23,PMC000xxxxxx/PMC539248.xml,1471-2393-4-23,,
15541172,PMC539249,10.1186/1471-2407-4-78,PMC000xxxxxx/PMC539249.xml,1471-2407-4-78,,
15560850,PMC539250,10.1186/1471-2407-4-85,PMC000xxxxxx/PMC539250.xml,1471-2407-4-85,,
15566566,PMC539251,10.1186/1471-244X-4-40,PMC000xxxxxx/PMC539251.xml,1471-244X-4-40,,
15563377,PMC539252,10.1186/1471-2458-4-55,PMC000xxxxxx/PMC539252.xml,1471-2458-4-55,,
15571622,PMC539253,10.1186/1471-2458-4-57,PMC000xxxxxx/PMC539253.xml,1471-2458-4-57,,
15566574,PMC539254,10.1186/1471-2466-4-12,PMC000xxxxxx/PMC539254.xml,1471-2466-4-12,,
15575952,PMC539255,10.1186/1472-6750-4-29,PMC000xxxxxx/PMC539255.xml,1472-6750-4-29,,
15579211,PMC539256,10.1186/1472-6750-4-31,PMC000xxxxxx/PMC539256.xml,1472-6750-4-31,,
15566567,PMC539257,10.1186/1472-6831-4-4,PMC000xxxxxx/PMC539257.xml,1472-6831-4-4,,
15575960,PMC539258,10.1186/1472-6882-4-18,PMC000xxxxxx/PMC539258.xml,1472-6882-4-18,,
15588293,PMC539259,10.1186/1472-6939-5-8,PMC000xxxxxx/PMC539259.xml,1472-6939-5-8,,
15588311,PMC539260,10.1186/1472-6947-4-21,PMC000xxxxxx/PMC539260.xml,1472-6947-4-21,,
15588299,PMC539261,10.1186/1472-6963-4-34,PMC000xxxxxx/PMC539261.xml,1472-6963-4-34,,
15579212,PMC539262,10.1186/1471-2202-5-53,PMC000xxxxxx/PMC539262.xml,1471-2202-5-53,,
15579201,PMC539263,10.1186/1471-2377-4-22,PMC000xxxxxx/PMC539263.xml,1471-2377-4-22,,
15571626,PMC539264,10.1186/1471-2296-5-27,PMC000xxxxxx/PMC539264.xml,1471-2296-5-27,,
15588275,PMC539265,10.1186/1471-2474-5-47,PMC000xxxxxx/PMC539265.xml,1471-2474-5-47,,
15579200,PMC539266,10.1186/1471-230X-4-30,PMC000xxxxxx/PMC539266.xml,1471-230X-4-30,,
15588296,PMC539267,10.1186/1471-2474-5-48,PMC000xxxxxx/PMC539267.xml,1471-2474-5-48,,
15537426,PMC539268,10.1186/1472-6785-4-16,PMC000xxxxxx/PMC539268.xml,1472-6785-4-16,,
15581425,PMC539269,10.1186/1471-2466-4-13,PMC000xxxxxx/PMC539269.xml,1471-2466-4-13,,
15533255,PMC539270,10.1186/1471-2474-5-38,PMC000xxxxxx/PMC539270.xml,1471-2474-5-38,,
15566572,PMC539271,10.1186/1471-2407-4-87,PMC000xxxxxx/PMC539271.xml,1471-2407-4-87,,
15585061,PMC539272,10.1186/1472-6920-4-30,PMC000xxxxxx/PMC539272.xml,1472-6920-4-30,,
15588318,PMC539273,10.1186/1472-6920-4-31,PMC000xxxxxx/PMC539273.xml,1472-6920-4-31,,
15541170,PMC539274,10.1186/1471-2105-5-177,PMC000xxxxxx/PMC539274.xml,1471-2105-5-177,,
15555060,PMC539275,10.1186/1471-2105-5-180,PMC000xxxxxx/PMC539275.xml,1471-2105-5-180,,
15588297,PMC539276,10.1186/1471-2105-5-194,PMC000xxxxxx/PMC539276.xml,1471-2105-5-194,,
15596010,PMC539277,10.1186/1471-2121-5-46,PMC000xxxxxx/PMC539277.xml,1471-2121-5-46,,
15579204,PMC539278,10.1186/1471-2202-5-50,PMC000xxxxxx/PMC539278.xml,1471-2202-5-50,,
15588327,PMC539279,10.1186/1471-2288-4-27,PMC000xxxxxx/PMC539279.xml,1471-2288-4-27,,
15575965,PMC539280,10.1186/1471-2334-4-56,PMC000xxxxxx/PMC539280.xml,1471-2334-4-56,,
15596012,PMC539281,10.1186/1471-2334-4-58,PMC000xxxxxx/PMC539281.xml,1471-2334-4-58,,
15588310,PMC539282,10.1186/1471-2490-4-14,PMC000xxxxxx/PMC539282.xml,1471-2490-4-14,,
15574204,PMC539283,10.1186/1741-7007-2-25,PMC000xxxxxx/PMC539283.xml,1741-7007-2-25,,
15566564,PMC539284,10.1186/1471-2105-5-184,PMC000xxxxxx/PMC539284.xml,1471-2105-5-184,,
15588325,PMC539285,10.1186/1475-2875-3-49,PMC000xxxxxx/PMC539285.xml,1475-2875-3-49,,
15575958,PMC539286,10.1186/1742-4690-1-41,PMC000xxxxxx/PMC539286.xml,1742-4690-1-41,,
15588291,PMC539287,10.1186/1475-2891-3-22,PMC000xxxxxx/PMC539287.xml,1475-2891-3-22,,
15548323,PMC539288,10.1186/1475-925X-3-41,PMC000xxxxxx/PMC539288.xml,1475-925X-3-41,,
15581428,PMC539289,10.1186/1476-7120-2-26,PMC000xxxxxx/PMC539289.xml,1476-7120-2-26,,
15541175,PMC539290,10.1186/1476-8518-2-9,PMC000xxxxxx/PMC539290.xml,1476-8518-2-9,,
15585068,PMC539291,10.1186/1477-7827-2-80,PMC000xxxxxx/PMC539291.xml,1477-7827-2-80,,
15588287,PMC539292,10.1186/1742-2094-1-24,PMC000xxxxxx/PMC539292.xml,1742-2094-1-24,,
15546492,PMC539293,10.1186/1742-4682-1-13,PMC000xxxxxx/PMC539293.xml,1742-4682-1-13,,
15575964,PMC539294,10.1186/1476-4598-3-34,PMC000xxxxxx/PMC539294.xml,1476-4598-3-34,,
15598352,PMC539295,10.1186/1476-7120-2-29,PMC000xxxxxx/PMC539295.xml,1476-7120-2-29,,
15588288,PMC539296,10.1186/1471-2105-5-192,PMC000xxxxxx/PMC539296.xml,1471-2105-5-192,,
15588329,PMC539297,10.1186/1471-2202-5-57,PMC000xxxxxx/PMC539297.xml,1471-2202-5-57,,
15588276,PMC539298,10.1186/1476-069X-3-15,PMC000xxxxxx/PMC539298.xml,1476-069X-3-15,,
15575956,PMC539299,10.1186/1465-9921-5-25,PMC000xxxxxx/PMC539299.xml,1465-9921-5-25,,
15585056,PMC539300,10.1186/1471-227X-4-5,PMC000xxxxxx/PMC539300.xml,1471-227X-4-5,,
15588303,PMC539301,10.1186/1471-2393-4-24,PMC000xxxxxx/PMC539301.xml,1471-2393-4-24,,
15575962,PMC539302,10.1186/1471-2407-4-90,PMC000xxxxxx/PMC539302.xml,1471-2407-4-90,,
15603589,PMC539303,10.1186/1471-2407-4-93,PMC000xxxxxx/PMC539303.xml,1471-2407-4-93,,
15596015,PMC539304,10.1186/1471-2458-4-60,PMC000xxxxxx/PMC539304.xml,1471-2458-4-60,,
15579198,PMC539305,10.1186/1472-6750-4-30,PMC000xxxxxx/PMC539305.xml,1472-6750-4-30,,
15596005,PMC539306,10.1186/1472-6947-4-23,PMC000xxxxxx/PMC539306.xml,1472-6947-4-23,,
15588300,PMC539307,10.1186/1471-2350-5-27,PMC000xxxxxx/PMC539307.xml,1471-2350-5-27,,
15660161,PMC539322,10.1371/journal.pbio.0030008,PMC000xxxxxx/PMC539322.xml,,,
15660162,PMC539324,10.1371/journal.pbio.0030009,PMC000xxxxxx/PMC539324.xml,,,
15660152,PMC539325,10.1371/journal.pbio.0030010,PMC000xxxxxx/PMC539325.xml,,,
15660154,PMC539327,10.1371/journal.pbio.0030013,PMC000xxxxxx/PMC539327.xml,,,
15660155,PMC539330,10.1371/journal.pbio.0030014,PMC000xxxxxx/PMC539330.xml,,,
15660156,PMC539331,10.1371/journal.pbio.0030015,PMC000xxxxxx/PMC539331.xml,,,
15660163,PMC539335,10.1371/journal.pbio.0030016,PMC000xxxxxx/PMC539335.xml,,,
,PMC539337,10.1371/journal.pbio.0030020,PMC000xxxxxx/PMC539337.xml,,,
,PMC539338,10.1371/journal.pbio.0030025,PMC000xxxxxx/PMC539338.xml,,,
,PMC539339,10.1371/journal.pbio.0030026,PMC000xxxxxx/PMC539339.xml,,,
,PMC539340,10.1371/journal.pbio.0030039,PMC000xxxxxx/PMC539340.xml,,,
,PMC539341,10.1371/journal.pbio.0030040,PMC000xxxxxx/PMC539341.xml,,,
,PMC539342,10.1371/journal.pbio.0030043,PMC000xxxxxx/PMC539342.xml,,,
,PMC539343,10.1371/journal.pbio.0030055,PMC000xxxxxx/PMC539343.xml,,,
15581426,PMC539348,10.1186/1471-2202-5-54,PMC000xxxxxx/PMC539348.xml,1471-2202-5-54,,
